,problem_set,orientation,direction,target,solution,validity,generalizability,explainability_size,explainabilty_repeated_terms,explainabilty_cognitive_chunks,time_to_generate
4,1,Columns,Addition,15(Rating_on_1_to_2_scale),(all_numeric) y = 36.393 + -1.476 * IMDB_Rating^2 + 0.114 * IMDB_Rating^3,0.7399346965489068,0.0,3.0,0.0,4.0,0.0028562545776367188
5,1,Columns,Addition,15(Rating_on_1_to_2_scale),(all_numeric) y = 11.755 + -1.411 * IMDB_Rating,0.6296980516287769,0.0,2.0,0.0,1.0,0.0021948814392089844
6,1,Columns,Addition,15(Rating_on_1_to_2_scale),(all_numeric) y = 28.283 + -3.739 * IMDB_Rating + 0.001 * exp(IMDB_Rating),0.7393821280525028,0.0,3.0,1.0,3.0,0.0027687549591064453
7,1,Columns,Addition,15(Rating_on_1_to_2_scale),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,2,Columns,Addition,6(NUM_CHARACTERS(Overview)),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,2,Columns,Addition,6(NUM_CHARACTERS(Overview)),(all_numeric) (no extensions)y = 145.602,0.0,0.0,1.0,0.0,1.0,0.0015611648559570312
2,2,Columns,Addition,6(NUM_CHARACTERS(Overview)),(all_numeric) y = 145.602,0.0,0.0,1.0,0.0,1.0,0.0020990371704101562
3,2,Columns,Addition,6(NUM_CHARACTERS(Overview)),(all_numeric) y = 29222.909 + -10518.459 * IMDB_Rating + 1265.452 * IMDB_Rating^2 + -50.628 * IMDB_Rating^3,0.006377189418654283,0.0,4.0,0.0,4.0,0.0029621124267578125
4,2,Columns,Addition,6(NUM_CHARACTERS(Overview)),(all_numeric) y = 18014.218 + 2400.823 * IMDB_Rating + -17746.389 * log(IMDB_Rating) + -0.059 * exp(IMDB_Rating),0.0066714275309713855,0.0,4.0,1.0,4.0,0.0031843185424804688
5,2,Columns,Addition,6(NUM_CHARACTERS(Overview)),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,2,Columns,Addition,7(NUM_WORDS(Overview)),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,2,Columns,Addition,7(NUM_WORDS(Overview)),(all_numeric) (no extensions)y = 24.844,0.0,0.0,1.0,0.0,1.0,0.001519918441772461
2,2,Columns,Addition,7(NUM_WORDS(Overview)),(all_numeric) y = 24.844,0.0,0.0,1.0,0.0,1.0,0.0021049976348876953
3,2,Columns,Addition,7(NUM_WORDS(Overview)),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,2,Columns,Addition,8(a_wine.MIN(wine.IMDB_Rating)),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,2,Columns,Addition,8(a_wine.MIN(wine.IMDB_Rating)),(all_numeric) (no extensions)y =  + 1.000 * IMDB_Rating,1.0,1.0,2.0,0.0,1.0,0.0015497207641601562
2,2,Columns,Addition,8(a_wine.MIN(wine.IMDB_Rating)),(all_numeric) y =  + 1.000 * IMDB_Rating,1.0,1.0,2.0,1.0,2.0,0.001851797103881836
3,2,Columns,Addition,8(a_wine.MIN(wine.IMDB_Rating)),(all_numeric) y = 2.738 + 0.122 * IMDB_Rating^2 + -0.005 * IMDB_Rating^3,0.9999989880043213,0.9999991828844998,3.0,0.0,4.0,0.0022840499877929688
4,2,Columns,Addition,8(a_wine.MIN(wine.IMDB_Rating)),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,3,Columns,Addition,6(is_top_movie),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,3,Columns,Addition,6(is_top_movie),"(all_numeric) transform(IMDB_Rating):
  if IMDB_Rating <= 9.099999904632568:
    new value: 0
  else (IMDB_Rating > 9.099999904632568): 
    new value: 1
",1.0,1.0,3.0,1.0,1.0,0.001233816146850586
2,3,Columns,Addition,6(is_top_movie),(all_numeric) (no extensions)y = -0.325 + 0.041 * IMDB_Rating,0.05360699319818962,0.0,2.0,0.0,1.0,0.002288341522216797
3,3,Columns,Addition,6(is_top_movie),(all_numeric) y = 12.834 + -3.212 * IMDB_Rating + 0.201 * IMDB_Rating^2,0.2984463694182832,0.0,3.0,0.0,3.0,0.0020089149475097656
4,3,Columns,Addition,6(is_top_movie),(all_numeric) y = -268.966 + 99.785 * IMDB_Rating + -12.327 * IMDB_Rating^2 + 0.507 * IMDB_Rating^3,0.6376857804904513,0.0,4.0,0.0,4.0,0.002276897430419922
5,3,Columns,Addition,6(is_top_movie),(all_numeric) y = -0.325 + 0.041 * IMDB_Rating,0.053606993198189845,0.0,2.0,0.0,1.0,0.002655029296875
6,3,Columns,Addition,6(is_top_movie),(all_numeric) y = -141.801 + -20.033 * IMDB_Rating + 144.345 * log(IMDB_Rating) + 0.001 * exp(IMDB_Rating),0.6870853230632854,0.0,4.0,1.0,4.0,0.002068042755126953
7,3,Columns,Addition,6(is_top_movie),"(all_textual) t = Series_Title,Released_Year,Genre,Runtime,Overview
t = f_number_of_words(t,4)
",1.0,1.0,2.0,1.0,5.0,1.5522758960723877
0,3,Columns,Addition,7(Rating_on_1_to_2_scale),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,3,Columns,Addition,7(Rating_on_1_to_2_scale),"(all_numeric) transform(IMDB_Rating):
  if IMDB_Rating <= 7.950000047683716:
    new value: 1
  else (IMDB_Rating > 7.950000047683716): 
    new value: 0
",1.0,0.0,3.0,1.0,1.0,0.0012328624725341797
2,3,Columns,Addition,7(Rating_on_1_to_2_scale),(all_numeric) (no extensions)y = 11.755 + -1.411 * IMDB_Rating,0.6296980516287767,0.0,2.0,0.0,1.0,0.0023140907287597656
3,3,Columns,Addition,7(Rating_on_1_to_2_scale),(all_numeric) y = 99.315 + -23.056 * IMDB_Rating + 1.336 * IMDB_Rating^2,0.7383606287487923,0.0,3.0,0.0,3.0,0.002351045608520508
4,3,Columns,Addition,7(Rating_on_1_to_2_scale),(all_numeric) y = 36.393 + -1.476 * IMDB_Rating^2 + 0.114 * IMDB_Rating^3,0.7399346965489068,0.0,3.0,0.0,4.0,0.002792835235595703
5,3,Columns,Addition,7(Rating_on_1_to_2_scale),(all_numeric) y = 11.755 + -1.411 * IMDB_Rating,0.6296980516287769,0.0,2.0,0.0,1.0,0.0021750926971435547
6,3,Columns,Addition,7(Rating_on_1_to_2_scale),(all_numeric) y = 28.283 + -3.739 * IMDB_Rating + 0.001 * exp(IMDB_Rating),0.7393821280525028,0.0,3.0,1.0,3.0,0.002851724624633789
7,3,Columns,Addition,7(Rating_on_1_to_2_scale),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,3,Columns,Addition,8(Rating_on_1_to_5_scale),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,3,Columns,Addition,8(Rating_on_1_to_5_scale),"(all_numeric) transform(IMDB_Rating):
  if IMDB_Rating <= 7.75:
    new value: 3
  else (IMDB_Rating > 7.75): 
    if IMDB_Rating <= 8.050000190734863:
      if IMDB_Rating <= 7.8500001430511475:
        new value: 2
      else (IMDB_Rating > 7.8500001430511475): 
        new value: 1
    else (IMDB_Rating > 8.050000190734863): 
      if IMDB_Rating <= 8.25:
        new value: 4
      else (IMDB_Rating > 8.25): 
        new value: 0
",1.0,0.365,9.0,1.0,4.0,0.0012128353118896484
2,3,Columns,Addition,8(Rating_on_1_to_5_scale),(all_numeric) (no extensions)y = 17.521 + -1.934 * IMDB_Rating,0.16452646814173544,0.0,2.0,0.0,1.0,0.002348184585571289
3,3,Columns,Addition,8(Rating_on_1_to_5_scale),(all_numeric) y = -31.735 + 10.242 * IMDB_Rating + -0.751 * IMDB_Rating^2,0.16930870010640353,0.0,3.0,0.0,3.0,0.001935720443725586
4,3,Columns,Addition,8(Rating_on_1_to_5_scale),(all_numeric) y = 7.121 + -0.010 * IMDB_Rating^3,0.16717051853834874,0.0,2.0,0.0,4.0,0.001967906951904297
5,3,Columns,Addition,8(Rating_on_1_to_5_scale),(all_numeric) y = 17.521 + -1.934 * IMDB_Rating,0.1645264681417361,0.0,2.0,0.0,1.0,0.0026030540466308594
6,3,Columns,Addition,8(Rating_on_1_to_5_scale),(all_numeric) y = -333618.375 + -22314.370 * IMDB_Rating + 162461.202 * sqrt(IMDB_Rating) + 419765.427 * 1/IMDB_Rating + 0.052 * exp(IMDB_Rating),0.27615386415325793,0.0,5.0,1.0,5.0,0.003805875778198242
7,3,Columns,Addition,8(Rating_on_1_to_5_scale),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,3,Columns,Addition,9(top_drama_movie),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,3,Columns,Addition,9(top_drama_movie),"(all_numeric) transform(IMDB_Rating):
  if IMDB_Rating <= 9.25:
    new value: 0
  else (IMDB_Rating > 9.25): 
    new value: 1
",1.0,1.0,3.0,1.0,1.0,0.001379251480102539
2,3,Columns,Addition,9(top_drama_movie),(all_numeric) (no extensions)y = 0.001,0.0,0.0,1.0,0.0,1.0,0.0027730464935302734
3,3,Columns,Addition,9(top_drama_movie),(all_numeric) y = 0.001,0.0,0.0,1.0,0.0,1.0,0.0021660327911376953
4,3,Columns,Addition,9(top_drama_movie),"(all_textual) t = Series_Title,Released_Year,Genre,Runtime,Overview
t = f_number_of_words(t,4)
",1.0,1.0,2.0,1.0,5.0,1.5577561855316162
0,4,Columns,Addition,6(first_Genre),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,4,Columns,Addition,6(first_Genre),(all_numeric) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
2,4,Columns,Addition,6(first_Genre),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,4,Columns,Addition,7(count_words_in_title),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,4,Columns,Addition,7(count_words_in_title),(all_numeric) (no extensions)y = 1.811,0.0,0.0,1.0,0.0,1.0,0.0015289783477783203
2,4,Columns,Addition,7(count_words_in_title),(all_numeric) y = 1.811,0.0,0.0,1.0,0.0,1.0,0.002034902572631836
3,4,Columns,Addition,7(count_words_in_title),(all_numeric) y = -827.514 + 303.825 * IMDB_Rating + -37.057 * IMDB_Rating^2 + 1.505 * IMDB_Rating^3,0.0033905069661370746,0.0,4.0,0.0,4.0,0.002538919448852539
4,4,Columns,Addition,7(count_words_in_title),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,4,Columns,Addition,8(runtime_no_min),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,4,Columns,Addition,8(runtime_no_min),(all_numeric) (no extensions)y = -66.816 + 23.921 * IMDB_Rating,0.05779049144018433,0.05612755281898851,2.0,0.0,1.0,0.0016591548919677734
2,4,Columns,Addition,8(runtime_no_min),(all_numeric) y = 372.840 + -84.763 * IMDB_Rating + 6.706 * IMDB_Rating^2,0.058665221273091595,0.058669254413906136,3.0,0.0,3.0,0.0018310546875
3,4,Columns,Addition,8(runtime_no_min),(all_numeric) y = 61.988 + 0.122 * IMDB_Rating^3,0.058400454905840005,0.057436891307229065,2.0,0.0,4.0,0.002232074737548828
4,4,Columns,Addition,8(runtime_no_min),(all_numeric) y = -66.816 + 23.921 * IMDB_Rating,0.05779049144018433,0.05612755281898851,2.0,0.0,1.0,0.002173900604248047
5,4,Columns,Addition,8(runtime_no_min),(all_numeric) y = 103.661 + 0.007 * exp(IMDB_Rating),0.05778475974185848,0.05887583298534993,2.0,1.0,3.0,0.003155946731567383
6,4,Columns,Addition,8(runtime_no_min),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,4,Columns,Addition,9(Overview_len),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,4,Columns,Addition,9(Overview_len),(all_numeric) (no extensions)y = 145.602,0.0,0.0,1.0,0.0,1.0,0.0017769336700439453
2,4,Columns,Addition,9(Overview_len),(all_numeric) y = 145.602,0.0,0.0,1.0,0.0,1.0,0.002321958541870117
3,4,Columns,Addition,9(Overview_len),(all_numeric) y = 29222.909 + -10518.459 * IMDB_Rating + 1265.452 * IMDB_Rating^2 + -50.628 * IMDB_Rating^3,0.006377189418654283,0.0,4.0,0.0,4.0,0.003762960433959961
4,4,Columns,Addition,9(Overview_len),(all_numeric) y = 18014.218 + 2400.823 * IMDB_Rating + -17746.389 * log(IMDB_Rating) + -0.059 * exp(IMDB_Rating),0.0066714275309713855,0.0,4.0,1.0,4.0,0.0041310787200927734
5,4,Columns,Addition,9(Overview_len),"(all_textual) t = Series_Title,Released_Year,Genre,Runtime,Overview
t = f_len(t,4)
",1.0,1.0,6.0,1.0,5.0,0.8939840793609619
0,4,Columns,Addition,10(Overview_len_in_words),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,4,Columns,Addition,10(Overview_len_in_words),(all_numeric) (no extensions)y = 23.844,0.0,0.0,1.0,0.0,1.0,0.0015330314636230469
2,4,Columns,Addition,10(Overview_len_in_words),(all_numeric) y = 23.844,0.0,0.0,1.0,0.0,1.0,0.0022966861724853516
3,4,Columns,Addition,10(Overview_len_in_words),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,4,Columns,Addition,11(Year_two_chars),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,4,Columns,Addition,11(Year_two_chars),(all_numeric) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
2,4,Columns,Addition,11(Year_two_chars),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,5,Columns,Addition,6(Series_Title_lower),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,5,Columns,Addition,6(Series_Title_lower),(all_numeric) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
2,5,Columns,Addition,6(Series_Title_lower),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,5,Columns,Addition,7(Series_Title_no_punc),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,5,Columns,Addition,7(Series_Title_no_punc),(all_numeric) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
2,5,Columns,Addition,7(Series_Title_no_punc),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,5,Columns,Addition,8(Overview_no_num),"(no_find_origin) t = Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview
t = f_remove_url(t,5)
",1.0,1.0,7.0,1.0,6.0,7.452244997024536
1,5,Columns,Addition,8(Overview_no_num),(all_numeric) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
2,5,Columns,Addition,8(Overview_no_num),"(all_textual) t = Series_Title,Released_Year,Genre,Runtime,Overview
t = f_remove_url(t,4)
",1.0,1.0,7.0,1.0,5.0,5.32873010635376
0,5,Columns,Addition,9(Overview_lemmatized),"(no_find_origin) t = Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview
t = f_remove_url(t,5)
",1.0,1.0,7.0,1.0,6.0,7.454612970352173
1,5,Columns,Addition,9(Overview_lemmatized),(all_numeric) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
2,5,Columns,Addition,9(Overview_lemmatized),"(all_textual) t = Series_Title,Released_Year,Genre,Runtime,Overview
t = f_remove_url(t,4)
",1.0,1.0,7.0,1.0,5.0,5.327852964401245
0,5,Columns,Addition,10(Overview_no_stopwords),"(no_find_origin) t = Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview
t = f_remove_stopwords(t,5)
",1.0,1.0,6.0,1.0,6.0,2.2117669582366943
1,5,Columns,Addition,10(Overview_no_stopwords),(all_numeric) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
2,5,Columns,Addition,10(Overview_no_stopwords),"(all_textual) t = Series_Title,Released_Year,Genre,Runtime,Overview
t = f_remove_stopwords(t,4)
",1.0,1.0,6.0,1.0,5.0,1.5884742736816406
0,5,Columns,Addition,11(Overview_no_num_no_punc),"(no_find_origin) t = Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview
t = f_remove_punctuation(t,5)
",1.0,1.0,7.0,1.0,6.0,4.689769983291626
1,5,Columns,Addition,11(Overview_no_num_no_punc),(all_numeric) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
2,5,Columns,Addition,11(Overview_no_num_no_punc),"(all_textual) t = Series_Title,Released_Year,Genre,Runtime,Overview
t = f_remove_punctuation(t,4)
",1.0,1.0,7.0,1.0,5.0,3.37904691696167
0,5,Columns,Addition,12(Overview_no_num_no_punc_no_stopwords),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,5,Columns,Addition,12(Overview_no_num_no_punc_no_stopwords),(all_numeric) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
2,5,Columns,Addition,12(Overview_no_num_no_punc_no_stopwords),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,7,Columns,Addition,6(Genre_code),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,7,Columns,Addition,6(Genre_code),(all_numeric) (no extensions)y = -1.050 + 12.048 * IMDB_Rating,0.004395488258475133,0.0,2.0,0.0,1.0,0.0015780925750732422
2,7,Columns,Addition,6(Genre_code),(all_numeric) y = 48.082 + 0.737 * IMDB_Rating^2,0.004334950182788844,0.0,2.0,0.0,3.0,0.002162933349609375
3,7,Columns,Addition,6(Genre_code),(all_numeric) y = 64.499 + 0.060 * IMDB_Rating^3,0.004262074762087842,0.0,2.0,0.0,4.0,0.002507925033569336
4,7,Columns,Addition,6(Genre_code),(all_numeric) y = -1.050 + 12.048 * IMDB_Rating,0.004395488258475244,0.0,2.0,0.0,1.0,0.002112865447998047
5,7,Columns,Addition,6(Genre_code),(all_numeric) y = -2401772.077 + -159817.836 * IMDB_Rating + 1166673.703 * sqrt(IMDB_Rating) + 3036041.158 * 1/IMDB_Rating + 0.353 * exp(IMDB_Rating),0.009280868478489634,0.0,5.0,1.0,5.0,0.003860950469970703
6,7,Columns,Addition,6(Genre_code),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,8,Columns,Addition,6(Genre_code),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,8,Columns,Addition,6(Genre_code),(all_numeric) (no extensions)y = 0.020,0.0,0.0,1.0,0.0,1.0,0.001608133316040039
2,8,Columns,Addition,6(Genre_code),(all_numeric) y = 0.020,0.0,0.0,1.0,0.0,1.0,0.002170085906982422
3,8,Columns,Addition,6(Genre_code),(all_numeric) y = 0.016 + ε * exp(IMDB_Rating),0.0037873897735654083,0.0,2.0,1.0,3.0,0.001894235610961914
4,8,Columns,Addition,6(Genre_code),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,9,Columns,Addition,6(count_words_in_title),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,9,Columns,Addition,6(count_words_in_title),(all_numeric) (no extensions)y = 1.811,0.0,0.0,1.0,0.0,1.0,0.0015642642974853516
2,9,Columns,Addition,6(count_words_in_title),(all_numeric) y = 1.811,0.0,0.0,1.0,0.0,1.0,0.002111196517944336
3,9,Columns,Addition,6(count_words_in_title),(all_numeric) y = -827.514 + 303.825 * IMDB_Rating + -37.057 * IMDB_Rating^2 + 1.505 * IMDB_Rating^3,0.0033905069661370746,0.0,4.0,0.0,4.0,0.002494335174560547
4,9,Columns,Addition,6(count_words_in_title),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,9,Columns,Addition,7(runtime_no_min),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,9,Columns,Addition,7(runtime_no_min),(all_numeric) (no extensions)y = -66.816 + 23.921 * IMDB_Rating,0.05779049144018433,0.05612755281898851,2.0,0.0,1.0,0.0015888214111328125
2,9,Columns,Addition,7(runtime_no_min),(all_numeric) y = 372.840 + -84.763 * IMDB_Rating + 6.706 * IMDB_Rating^2,0.058665221273091595,0.058669254413906136,3.0,0.0,3.0,0.0019099712371826172
3,9,Columns,Addition,7(runtime_no_min),(all_numeric) y = 61.988 + 0.122 * IMDB_Rating^3,0.058400454905840005,0.057436891307229065,2.0,0.0,4.0,0.0022521018981933594
4,9,Columns,Addition,7(runtime_no_min),(all_numeric) y = -66.816 + 23.921 * IMDB_Rating,0.05779049144018433,0.05612755281898851,2.0,0.0,1.0,0.00226593017578125
5,9,Columns,Addition,7(runtime_no_min),(all_numeric) y = 103.661 + 0.007 * exp(IMDB_Rating),0.05778475974185848,0.05887583298534993,2.0,1.0,3.0,0.003342866897583008
6,9,Columns,Addition,7(runtime_no_min),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,9,Columns,Addition,8(Overview_len),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,9,Columns,Addition,8(Overview_len),(all_numeric) (no extensions)y = 145.602,0.0,0.0,1.0,0.0,1.0,0.0021331310272216797
2,9,Columns,Addition,8(Overview_len),(all_numeric) y = 145.602,0.0,0.0,1.0,0.0,1.0,0.002101898193359375
3,9,Columns,Addition,8(Overview_len),(all_numeric) y = 29222.909 + -10518.459 * IMDB_Rating + 1265.452 * IMDB_Rating^2 + -50.628 * IMDB_Rating^3,0.006377189418654283,0.0,4.0,0.0,4.0,0.0030939579010009766
4,9,Columns,Addition,8(Overview_len),(all_numeric) y = 18014.218 + 2400.823 * IMDB_Rating + -17746.389 * log(IMDB_Rating) + -0.059 * exp(IMDB_Rating),0.0066714275309713855,0.0,4.0,1.0,4.0,0.0032851696014404297
5,9,Columns,Addition,8(Overview_len),"(all_textual) t = Series_Title,Released_Year,Genre,Runtime,Overview
t = f_len(t,4)
",1.0,1.0,6.0,1.0,5.0,0.8484811782836914
0,9,Columns,Addition,9(Overview_len_in_words),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,9,Columns,Addition,9(Overview_len_in_words),(all_numeric) (no extensions)y = 23.844,0.0,0.0,1.0,0.0,1.0,0.0015859603881835938
2,9,Columns,Addition,9(Overview_len_in_words),(all_numeric) y = 23.844,0.0,0.0,1.0,0.0,1.0,0.0022504329681396484
3,9,Columns,Addition,9(Overview_len_in_words),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,9,Columns,Addition,10(Overview_len_in_sentences),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,9,Columns,Addition,10(Overview_len_in_sentences),(all_numeric) (no extensions)y = 145.602,0.0,0.0,1.0,0.0,1.0,0.0017001628875732422
2,9,Columns,Addition,10(Overview_len_in_sentences),(all_numeric) y = 145.602,0.0,0.0,1.0,0.0,1.0,0.0021169185638427734
3,9,Columns,Addition,10(Overview_len_in_sentences),(all_numeric) y = 29222.909 + -10518.459 * IMDB_Rating + 1265.452 * IMDB_Rating^2 + -50.628 * IMDB_Rating^3,0.006377189418654283,0.0,4.0,0.0,4.0,0.0034928321838378906
4,9,Columns,Addition,10(Overview_len_in_sentences),(all_numeric) y = 18014.218 + 2400.823 * IMDB_Rating + -17746.389 * log(IMDB_Rating) + -0.059 * exp(IMDB_Rating),0.0066714275309713855,0.0,4.0,1.0,4.0,0.003258228302001953
5,9,Columns,Addition,10(Overview_len_in_sentences),"(all_textual) t = Series_Title,Released_Year,Genre,Runtime,Overview
t = f_len(t,4)
",1.0,1.0,6.0,1.0,5.0,0.8412518501281738
0,10,Columns,Addition,6(first_Genre),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,10,Columns,Addition,6(first_Genre),(all_numeric) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
2,10,Columns,Addition,6(first_Genre),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,10,Columns,Addition,7(Year_two_chars),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,10,Columns,Addition,7(Year_two_chars),(all_numeric) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
2,10,Columns,Addition,7(Year_two_chars),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,11,Columns,Addition,6(Series_Title_lower),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,11,Columns,Addition,6(Series_Title_lower),(all_numeric) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
2,11,Columns,Addition,6(Series_Title_lower),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,11,Columns,Addition,7(Series_Title_no_punc),(no_find_origin) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
1,11,Columns,Addition,7(Series_Title_no_punc),(all_numeric) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
2,11,Columns,Addition,7(Series_Title_no_punc),(all_textual) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
0,11,Columns,Addition,8(Overview_no_num),"(no_find_origin) t = Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview
t = f_remove_url(t,5)
",1.0,1.0,7.0,1.0,6.0,7.430694818496704
1,11,Columns,Addition,8(Overview_no_num),(all_numeric) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
2,11,Columns,Addition,8(Overview_no_num),"(all_textual) t = Series_Title,Released_Year,Genre,Runtime,Overview
t = f_remove_url(t,4)
",1.0,1.0,7.0,1.0,5.0,5.309890270233154
0,11,Columns,Addition,9(Overview_lemmatized),"(no_find_origin) t = Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview
t = f_remove_url(t,5)
",1.0,1.0,7.0,1.0,6.0,7.439626216888428
1,11,Columns,Addition,9(Overview_lemmatized),(all_numeric) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
2,11,Columns,Addition,9(Overview_lemmatized),"(all_textual) t = Series_Title,Released_Year,Genre,Runtime,Overview
t = f_remove_url(t,4)
",1.0,1.0,7.0,1.0,5.0,5.322019100189209
0,11,Columns,Addition,10(Overview_no_stopwords),"(no_find_origin) t = Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview
t = f_remove_stopwords(t,5)
",1.0,1.0,6.0,1.0,6.0,2.205188274383545
1,11,Columns,Addition,10(Overview_no_stopwords),(all_numeric) no solution found!,0.0,0.0,0.0,0.0,0.0,0.0
2,11,Columns,Addition,10(Overview_no_stopwords),"(all_textual) t = Series_Title,Released_Year,Genre,Runtime,Overview
t = f_remove_stopwords(t,4)
",1.0,1.0,6.0,1.0,5.0,1.5906431674957275
0,12,Columns,Removal,6(Series_Title_exact_copy),DUPLICATED (Series_Title),1.0,1.0,1,1,1,0.0002532005310058594
0,12,Columns,Removal,7(Series_Title_with_noise),DUPLICATED (Series_Title),1.0,1.0,1,1,1,0.00017595291137695312
0,13,Columns,Removal,6(Series_Title_with_noise),DUPLICATED (Series_Title),1.0,1.0,1,1,1,0.0002269744873046875
